,State,WIC_PART_2012,WIC_PART_2013,WIC_PART_2014,WIC_PART_2015,WIC_PART_2016,WIC_PART_2017,WIC_PART_2018,NSLP_PART_2012,NSLP_PART_2013,NSLP_PART_2014,NSLP_PART_2015,NSLP_PART_2016,NSLP_PART_2017,NSLP_PART_2018,SBP_PART_2012,SBP_PART_2013,SBP_PART_2014,SBP_PART_2015,SBP_PART_2016,SBP_PART_2017,SBP_PART_2018,CACFP_PART_2012,CACFP_PART_2013,CACFP_PART_2014,CACFP_PART_2015,CACFP_PART_2016,CACFP_PART_2017,CACFP_PART_2018,SFSP_PART_2012,SFSP_PART_2013,SFSP_PART_2014,SFSP_PART_2015,SFSP_PART_2016,SFSP_PART_2017,SFSP_PART_2018,State_Population_2012,State_Population_2013,State_Population_2014,State_Population_2015,State_Population_2016,State_Population_2017,State_Population_2018,PCT_LACCESS_POP10,PCT_LACCESS_POP15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,PCT_LACCESS_SNAP15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,GROCPTH11,GROCPTH16,SUPERCPTH11,SUPERCPTH16,CONVSPTH11,CONVSPTH16,SPECSPTH11,SPECSPTH16,SNAPSPTH12,SNAPSPTH17,WICSPTH11,WICSPTH16,FFRPTH11,FFRPTH16,FSRPTH11,FSRPTH16,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14,MEDHHINC15,POVRATE15,CHILDPOVRATE15,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17,RECFACPTH11,RECFACPTH16,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,PC_DIRSALES07,PC_DIRSALES12,FMRKTPTH13,FMRKTPTH18,PCT_FMRKT_CREDIT18,PCT_FMRKT_FRVEG18,PCT_FMRKT_ANMLPROD18,PCT_FMRKT_BAKED18,PCT_FMRKT_OTHERFOOD18,VEG_ACRESPTH07,VEG_ACRESPTH12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,FARM_TO_SCHOOL13,FARM_TO_SCHOOL15,PCT_SNAP12,PCT_SNAP17,PC_SNAPBEN12,PC_SNAPBEN17,SNAP_PART_RATE11,SNAP_PART_RATE16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCT_WICINFANTCHILD14,PCT_WICINFANTCHILD16,PCT_WICWOMEN14,PCT_WICWOMEN16,PCT_CACFP12,PCT_CACFP17,PCT_OBESE_ADULTS20,PCT_OBESE_ADULTS14,2019_cancer_death_rate,2018_cancer_death_rate,2017_cancer_death_rate,2016_cancer_death_rate,2015_cancer_death_rate,2014_cancer_death_rate,2019 heart_disease_death_rate,2018 heart_disease_death_rate,2017 heart_disease_death_rate,2016 heart_disease_death_rate,2015 heart_disease_death_rate,2014 heart_disease_death_rate
10,Hawaii,0.026646558,0.025822717,0.023975837,0.022225909,0.021088961,0.018856511,0.018384136,0.081452402,0.080662353,0.08055959,0.077041257,0.074919511,0.072986268,0.072335135,0.02791782,0.027310489,0.026572675,0.026582216,0.025525822,0.0244107,0.022812542,0.007218413,0.007186963,0.00759014,0.008007647,0.007823479,0.007676048,0.007480512,0.003680537,0.003780034,0.004247764,0.004119554,0.003882067,0.004458634,0.004563211,1394905,1408453,1414862,1422484,1428105,1424203,1420491,27.01607274,26.21388967,6.758345575,7.493484767,2.997388182,6.406439783,6.223556388,3.705296602,3.505527539,0.193114773,0.193127054,0.011379902,0.007218704,0.289136458,0.27497674,0.063138846,0.058489736,0.549927558,0.661084633,0.131044,0.129625097,0.714277829,0.697717875,0.793696967,0.829660365,12.3,7.4,4,2.9,4,4,4,4,4,67566,12.35,17.8,8.6,8.76,23.6,23.8,0.054082421,0.057451435,18.305165,27.58807052,1.84857315,1.961130817,13.09998841,17.67689037,0.092673662,0.090401582,35.45879307,29.09998941,17.75715342,26.5943635,17.93719873,5.223789105,4.910274063,4.447238269,7.027657606,60.4310909,55.21355743,0,0,337.109352,3697.058022,1,1,12.69573077,11.8417163,34.8954881,33.78878848,62.624,83.514,0,0,0,0,0,1,1,1,38.92120776,43.38719749,10.47197692,9.879472839,23.51594305,16.22207975,28.18996038,24.55816466,2.978142695,2.675459818,0.722946757,0.765811488,24.5,22.1,127.3,123.5,128.6,128.7,135.3,140,120.3,125.6,129.8,127,135.6,136.7
11,Idaho,0.027422669,0.026863705,0.025390101,0.024526705,0.023179762,0.021249635,0.019220402,0.106633321,0.099401824,0.097012516,0.095073203,0.093378065,0.090318709,0.086612986,0.048705167,0.046767962,0.046608184,0.046905009,0.047770604,0.045693076,0.042802918,0.005356513,0.006636085,0.006952434,0.007064237,0.007160577,0.00707253,0.006835991,0.013233959,0.013005653,0.016507721,0.011973796,0.011283298,0.012406161,0.011624619,1595441,1611530,1631479,1651523,1682930,1718904,1754208,27.96788009,27.18862911,11.3722404,11.79047473,3.167619294,7.32447204,7.152558716,4.274647483,4.151617703,0.272072541,0.282824786,0.01432364,0.014250677,0.636476645,0.607390879,0.063973763,0.050973313,0.670203615,0.714557638,0.268027292,0.263479422,0.584547141,0.560763706,0.956184027,0.968080783,11.4,10.5,4.6,4.3,6,6,6,6,6,46685.29545,15.15227273,20.55454545,8.565909091,9.238636364,26.8,29.3,0.074595734,0.074491907,7.469205632,9.444923077,0.787587669,0.52078992,7.02719931,10.85838932,0.077152139,0.073955175,33.82034631,51.00108225,44.75108225,49.86471861,48.72835497,524.623465,501.2487047,269.208921,265.7475312,4.512438667,3.238925692,0.103025368,0.182981511,21.00713436,151.2670201,0.727272727,0.590909091,14.61326763,9.974171146,15.90771766,9.961003493,80.354,84.499,0,0,0,0,1,1,1,1,38.96625392,41.99079857,10.60436673,10.46424148,17.51159954,14.82185612,26.65222288,25.67353129,3.357351308,2.912223465,0.535909243,0.70806078,31.1,28.9,138.1,149.5,153.2,150.9,153.6,155.4,150.7,157.9,162.4,160,156.4,152.8
12,Illinois,0.022425993,0.021744255,0.02063182,0.019246528,0.017553625,0.016530881,0.015647045,0.088670653,0.087158707,0.087265054,0.086172727,0.084512304,0.082844497,0.081956396,0.030661368,0.032259424,0.032581921,0.032905404,0.033622737,0.033218638,0.034482515,0.009882011,0.010027295,0.010386213,0.010995393,0.011139017,0.010958361,0.010984606,0.004314304,0.004191803,0.005423012,0.005506306,0.004517461,0.0075106,0.007150257,12884119,12898269,12888962,12864342,12826895,12786196,12741080,19.64720249,19.56085679,6.332885882,6.646829168,2.346637133,4.443860291,4.453778082,3.1193983,3.140384622,0.219153246,0.202811132,0.015987249,0.021235858,0.475233225,0.512089838,0.05097019,0.047022319,0.792958064,0.851607391,0.223487672,0.220096881,0.522372627,0.566011039,0.74085703,0.756511762,14.1,11,5.3,4,6.25,6.25,1,1,1,52188.06863,13.6872549,20.19117647,8.804901961,10.50588235,28.1,31.1,0.090933257,0.081641541,3.678837311,4.056417671,0.236356789,0.376754912,5.431056267,8.13773749,0.042351936,0.048206322,29.99328065,44.2748986,29.22888401,41.79913891,38.30142025,19.48469637,20.03793014,2.693629435,3.682218583,3.415688261,2.937860939,0.265876831,0.278365388,30.91563251,243.9854806,0.67,0.6,14.51810152,14.67361057,18.26637152,16.63694765,83.727,100,1,1,0,0,0,1,1,1,35.35610337,41.45643703,6.813138595,6.250300141,15.69591944,13.18055752,24.92996542,21.29037275,2.413936101,2.072129156,0.988632677,1.094481318,32.4,29.3,151.9,153.5,157.9,163.5,167.6,168.9,162,163.9,163.3,165.7,171.5,169.7
13,Indiana,0.025128423,0.024286795,0.023556883,0.023377358,0.022297288,0.021617527,0.021478338,0.122578754,0.118929481,0.117492822,0.11625715,0.113818135,0.11160986,0.109779776,0.039188736,0.039436889,0.039511545,0.04116753,0.042278278,0.042503253,0.042388584,0.01089208,0.012032709,0.01089469,0.012359919,0.013035695,0.01407828,0.014078858,0.008331141,0.008931291,0.010034681,0.009695086,0.008418228,0.008374972,0.007717564,6537640,6568367,6593533,6608296,6633344,6660082,6691878,14.30592947,14.82549879,4.33175821,5.001511218,1.743172036,3.482548341,3.611775239,2.022606621,2.134962303,0.179096366,0.15943584,0.016992612,0.020707092,0.42734124,0.451378407,0.046097463,0.047123445,0.705960784,0.758878724,0.168444506,0.136387805,0.594016112,0.605860108,0.637772873,0.641381668,11.7,11.2,4.4,4.7,7,7,0,7,0,50966.68478,12.95978261,18.86521739,10.1,12.0423913,31.4,33.6,0.0752754,0.070425744,5.624753323,5.956655594,0.423891831,0.386845593,5.472596515,6.054404666,0.036509722,0.041528873,53.70082801,64.75931657,58.79787764,64.59627309,63.85351944,8.643900918,8.635234427,5.858067552,2.215088796,0.941140305,0.84622414,0.370519134,0.367451684,70.20764042,305.7176305,0.511111111,0.611111111,13.90378026,10.07955619,16.38108992,10.64922537,78.655,79.7,0.5,0.5,0,0,0,0,1,1,36.17898978,38.94199915,8.556590578,8.143061821,14.8243088,13.96992662,27.96800423,26.7130164,2.931689312,2.646562191,1.089537178,1.406405575,36.8,32.7,163.4,165.7,170,172.5,176.3,179.7,178.8,180.7,183.2,180.6,182.3,182.7
14,Iowa,0.022482684,0.021297852,0.020507022,0.020337038,0.01952989,0.01972108,0.019089506,0.128604457,0.124211227,0.123352594,0.122282057,0.121935977,0.120219785,0.118192783,0.030268069,0.030642866,0.030182219,0.031478968,0.033100354,0.032846649,0.032455004,0.012651015,0.012601768,0.012671796,0.014137535,0.013785589,0.01381656,0.013580491,0.003611395,0.004399178,0.005150661,0.005351022,0.005842036,0.005876951,0.006887833,3076097,3093078,3109504,3121460,3131785,3143637,3156145,18.9427071,18.11456182,5.854686376,5.788770787,1.920460199,4.442542037,4.221913686,3.613931077,3.410749974,0.258870991,0.25042665,0.014584337,0.019807001,0.647430102,0.604949763,0.053336248,0.047433709,0.856525176,0.908597786,0.28243019,0.260707745,0.490086363,0.499904325,0.823246873,0.803703899,14.6,13.6,6.4,5.7,6,6,0,6,0,53144.87879,11.71212121,15.80909091,8.397979798,10.27979798,30.4,36.4,0.098992776,0.091475138,3.063907611,3.234168282,0.097428287,0.072866047,8.9419882,8.868983316,0.118753636,0.123255843,34.54545437,43.51851829,38.53535332,42.94612771,42.84511761,7.277167399,7.443714679,3.098828418,1.82473469,1.435131363,1.669709441,0.136109721,0.343163558,121.2544769,669.6125858,0.555555556,0.540816327,13.27255263,11.63147219,13.81052719,10.45618749,83.721,87.505,1,1,0,0,0,1,1,1,30.02591583,33.2083218,9.231549966,8.185002824,14.18563652,4.690663362,24.71081734,23.85964199,2.645148214,2.44378366,1.265805595,1.380745084,36.5,30.9,150.9,155.3,158,159.8,164.1,166,172.9,165.1,167.4,162.8,160.9,157.3
15,Kansas,0.025910478,0.024404529,0.022647658,0.021601492,0.020250575,0.018598804,0.017407034,0.125352108,0.120321597,0.119376335,0.118713807,0.117660182,0.116150269,0.114472476,0.037242684,0.038518337,0.039250604,0.039809878,0.040933699,0.041288174,0.04081622,0.017319583,0.01654513,0.016980443,0.017149842,0.016894987,0.016375676,0.016642939,0.006940553,0.008721933,0.008823825,0.009719876,0.010264274,0.009705949,0.010029177,2885361,2893510,2900896,2909502,2911263,2910689,2911505,35.84539934,31.83588707,12.49025853,11.17027981,2.538704,8.650390053,7.759643218,6.617829029,5.717850351,0.342873739,0.334534581,0.016465475,0.017481435,0.560136487,0.526168249,0.045871018,0.067715512,0.774492249,0.942752546,0.307548832,0.299014277,0.488980273,0.531153185,0.952134407,0.955888032,15.9,13.3,6.4,5.6,6.15,6.15,6.15,6.15,6.15,49375.7619,12.69619048,17.71809524,9.718095238,10.87904762,29.9,32.4,0.052830292,0.059014649,2.801440084,2.772469239,0.204203976,0.164820633,7.539487448,7.123129337,0.065698232,0.092575428,26.41005296,35.60846554,31.19312166,34.91005282,33.98941792,3.88901778,3.861151625,1.721741259,2.70534331,4.130681097,4.700787561,0.025282497,0.069464567,9.714087566,71.86050022,0.58,0.574257426,10.56104138,8.024978691,10.28638684,7.216920759,67.095,76.875,1,1,0,0,0,0,1,1,36.97927201,39.39893991,13.14689221,12.02729001,15.87064029,16.68583035,24.80900029,22.3871151,2.724453765,2.379881263,1.731985335,1.636199364,35.3,31.3,153.8,156.4,157.2,158.6,164.6,166.8,166,158.9,157.9,159.2,158.5,157.4
16,Kentucky,0.030252293,0.029495739,0.027564194,0.026249196,0.025218636,0.024222658,0.022769437,0.125281808,0.120956517,0.119923573,0.118677327,0.119115825,0.117946469,0.115442948,0.061501941,0.06288502,0.063134781,0.063955045,0.06827412,0.070033748,0.071145432,0.010872061,0.011857814,0.012594736,0.012835972,0.014301482,0.014807446,0.01616137,0.007544032,0.004583391,0.007525683,0.007458881,0.009388204,0.015696897,0.018093045,4386381,4404817,4414483,4425999,4438229,4453874,4468402,10.59917993,11.37570673,4.134379257,4.774219114,2.087752887,2.57321904,2.75216764,1.455934759,1.573029461,0.220066826,0.198570209,0.017761664,0.019977008,0.584341768,0.538064316,0.022634759,0.023857665,1.109028256,1.052356973,0.349065135,0.226860792,0.534908899,0.575195146,0.482037465,0.471074535,17.5,14.7,7,6.1,6,6,0,6,0,41152.04167,21.4075,30.40416667,11.87666667,13.2675,31.3,34.3,0.044762825,0.042629196,4.564990887,5.123640235,1.138126397,0.930050376,6.438982034,6.018086968,0.048220897,0.045565172,34.26879082,47.72058824,41.83823528,40.62908494,43.03921566,3.170943676,3.140728556,2.81845172,2.758460806,1.911034957,1.191324643,0.43907316,0.40874019,149.8441362,435.9188944,0.485714286,0.568807339,19.37297026,14.70241272,28.83441832,20.7516507,84.332,76.151,0,1,1,1,0,1,1,1,52.63460521,57.81735789,8.014666069,5.317928889,27.87954049,20.24373439,32.86821036,30.88798834,3.36346044,3.028461556,1.087877677,1.48063991,36.6,31.6,176.4,181.6,185.7,193.8,195.9,198.8,196.4,198.3,195.9,203,197.8,200.5
17,Louisiana,0.031591402,0.030241901,0.028077704,0.027639682,0.027229919,0.025637176,0.024112185,0.127913255,0.122229993,0.119341019,0.117595889,0.117167672,0.117868872,0.117611114,0.058129185,0.057438272,0.056944257,0.057406858,0.058829402,0.060796331,0.062381237,0.013876458,0.013965169,0.019796934,0.022414167,0.020640939,0.020054785,0.019823162,0.007002239,0.008846647,0.008574989,0.007744299,0.006977234,0.006086514,0.005442086,4600814,4624577,4644204,4664851,4678215,4670818,4659978,23.56360003,22.94859534,9.615350708,9.859888925,3.727209178,5.740047079,5.602686098,2.939915837,2.862496311,0.220871587,0.194319352,0.020412946,0.024068642,0.652794866,0.644010075,0.052653436,0.050502814,1.025930723,0.984078785,0.186032908,0.1459854,0.533655974,0.551600289,0.432516514,0.414712931,17.6,17.3,7.1,7.1,0,0,0,0,0,42974.5625,21.946875,30.7328125,11.990625,12.89375,34.7,36.2,0.063858231,0.060661185,5.800328693,5.674384772,0.612517889,0.601087463,3.37097666,3.549568046,0.017907798,0.020671793,28.74999988,41.98784709,34.54427075,36.30208325,39.27517354,15.52125138,15.72771529,16.03828914,2.875371063,11.89784008,12.20059381,0.431241232,0.187102594,0,41.31237015,0.29787234,0.321428571,20.61316546,19.83125275,29.74930654,25.72109604,76.235,83.536,0,1,1,1,0,0,1,1,62.71877013,59.90147832,6.720396431,4.530322738,28.67689035,25.18757069,31.2536136,30.09061396,3.574576333,3.430286365,1.387082876,1.999692379,38.1,34.9,168.1,169,174.9,171.9,180.2,186.1,207.8,212.2,214.4,213.1,212.1,216.3
18,Maine,0.019349444,0.018355787,0.017243154,0.016395255,0.015627261,0.01450406,0.013687945,0.080726097,0.075921977,0.074703419,0.075478759,0.074676124,0.073202862,0.071872749,0.03341613,0.033870254,0.035323118,0.036555913,0.037610488,0.037505912,0.037656505,0.008352094,0.008016701,0.007915026,0.008355012,0.008288267,0.007691397,0.008199878,0.006905974,0.007945363,0.00883405,0.010031735,0.010558297,0.011458635,0.011234276,1327691,1328196,1330760,1328484,1331370,1335063,1338404,10.03949976,9.954665381,3.236984418,3.495196089,1.733239249,1.976798108,2.006690442,1.862025294,1.850246301,0.318499008,0.321763317,0.010994377,0.014854531,0.777940328,0.751590987,0.109074772,0.119692597,1.180634865,1.13209808,0.262410197,0.224677546,0.606090439,0.663514218,1.118361493,1.121104084,9.6,10.2,4.1,3.8,5.5,5.5,0,5.5,0,46777.625,14.5875,20.58125,9.08125,10.19375,28.4,29.1,0.108429034,0.102041056,22.42009091,29.25805783,4.614685345,6.87849063,16.66397882,23.73295007,0.090730377,0.091380045,61.80182815,73.7289114,69.3539114,68.92061329,68.51751447,57.28978276,58.74732841,36.91757387,44.89704877,2.684243777,2.983056891,75.37216324,69.58081325,249.27426,911.9528732,1,1,19.03921464,13.45409274,24.93668795,15.82611579,100,90.379,0,1,0,0,1,1,1,1,40.70508549,44.26331487,7.825013785,7.089815412,12.54570776,11.38565772,26.93745365,24.62533387,2.060381801,1.896084498,0.834951559,0.768653806,31,28.2,164.2,162.1,170.8,168.9,178,170.3,142.4,147,143.5,149.5,157.3,147.9
19,Maryland,0.024846307,0.024415045,0.023575463,0.023859655,0.023244476,0.022048947,0.021272188,0.07374472,0.071365088,0.071088939,0.072581495,0.074322339,0.073932116,0.07335607,0.03251678,0.035733787,0.039609611,0.044217572,0.046185346,0.045091216,0.043861499,0.009696586,0.010888373,0.013162945,0.01598376,0.017038967,0.015909126,0.014033999,0.009804534,0.012463486,0.010990464,0.011738153,0.012300048,0.011300951,0.011330663,5887072,5923704,5958165,5986717,6004692,6024891,6042718,19.95495902,20.02000216,3.931848362,4.405303962,1.856285717,4.547221445,4.627533239,2.548797596,2.594930351,0.188682763,0.19065353,0.009062867,0.014984694,0.397759613,0.408300913,0.102522526,0.098208397,0.659037767,0.708721004,0.140376621,0.147111308,0.753257224,0.789844893,0.712999967,0.759296566,12.5,10.4,4.8,4.3,6,6,0,0,0,68852.20833,11.475,16.7,9.970833333,11.0625,27.6,31.3,0.109791884,0.099695411,10.53927611,9.766497146,2.232552582,2.509859897,8.645711808,11.45507642,0.034067674,0.036431336,63.51270056,81.14081939,67.49517186,71.73016898,66.05577787,31.95339089,31.60315757,10.93665731,12.4539936,1.663503353,1.386960992,0.282061111,0.177886906,94.20650278,224.3647639,0.958333333,0.958333333,12.15916626,11.30637648,17.33413819,14.81677238,78.494,90.881,1,1,0,1,1,1,1,1,33.58642969,40.28932837,6.288204259,4.86132545,15.70571962,15.20329683,29.20097736,28.64797266,2.81908168,2.739616931,0.968900212,1.583740033,31,29.6,144.4,149.9,151.5,156.5,155,161.7,159.3,161.9,164.5,164.3,169.3,167.8
20,Massachusetts,0.018394856,0.017866163,0.017018949,0.016666223,0.016762118,0.016430042,0.015733204,0.080210679,0.076622089,0.076217081,0.077732562,0.077885317,0.077196983,0.076488762,0.022494615,0.022561131,0.023453871,0.025823414,0.028257824,0.029792703,0.030484836,0.00957065,0.009946017,0.010346149,0.011055798,0.012307498,0.012105897,0.01184258,0.007318452,0.006963269,0.007248599,0.008772507,0.008753708,0.00847427,0.008277712,6663158,6713944,6763652,6795891,6826022,6863246,6902149,27.5505082,25.14672497,4.630887298,4.66079427,1.834483328,5.931828772,5.407560674,4.285395855,3.873330519,0.244369684,0.265486355,0.005966091,0.006767241,0.441042849,0.466345945,0.174995195,0.185432125,0.661836948,0.679491671,0.16576748,0.15159825,0.80634126,0.835076351,1.442352334,1.474534542,16.2,14.4,7.5,6.4,0,0,0,0,0,67472.78571,11.59285714,15.30714286,8.307142857,9.057142857,22.9,25.9,0.169188229,0.180630219,21.40488173,32.08065238,9.223943871,16.10961063,11.73007614,18.50866786,0.084404526,0.082259067,65.00377001,71.13987677,61.43354525,62.15788569,63.05074365,7.481098479,7.413873761,9.151218941,9.345016924,1.464899859,0.963612274,3.044907715,3.200254102,118.5908153,587.2726315,0.928571429,1,12.93718477,11.16816032,16.23391533,13.26886736,86.816,90.628,1,1,1,1,1,1,1,1,27.71673605,0,5.124754219,0,12.26814576,11.60749022,24.24720104,24.45112896,1.917146933,1.861042546,0.957572399,1.211194494,24.4,23.3,139.9,142.8,149.3,150.2,152.9,155.5,127.2,131.5,134.6,134.8,138.5,137.1
21,Michigan,0.025862001,0.025634685,0.025347582,0.024649118,0.023567986,0.022463467,0.021405094,0.091713686,0.088173791,0.086620974,0.084845478,0.082787094,0.08037842,0.079379292,0.038340398,0.038485029,0.039149953,0.040206061,0.040603084,0.040320173,0.039936858,0.008309774,0.008054367,0.008921198,0.009632323,0.010126217,0.009720921,0.009650917,0.007389463,0.007686403,0.008260839,0.009162883,0.008482811,0.009017539,0.008724864,9896930,9913349,9930589,9932573,9951890,9976447,9995915,16.18864711,16.69213499,5.411001054,6.073279175,2.738504607,3.361768224,3.493832406,2.933739034,3.01878367,0.252529541,0.247480861,0.020135004,0.023448552,0.607513025,0.578316392,0.084448065,0.08884548,0.945148529,1.003212193,0.270417034,0.188921883,0.560333413,0.601116699,0.879853879,0.913231596,14.7,13.6,6.3,6,0,0,0,0,0,46487.62651,15.51686747,23.49277108,9.943373494,11.37108434,31.1,32.3,0.07940842,0.057206889,13.03477207,13.47832551,2.045806965,1.786560838,9.474355946,10.22006088,0.06902187,0.072317927,49.61446751,62.99120919,57.61400248,59.17317852,61.62010912,38.28554628,39.23832336,12.66891297,13.95102787,33.13145783,33.91496803,3.229708044,3.35989997,163.198839,317.9026034,0.772151899,0.848101266,18.49354076,13.80637652,23.34201322,16.29416085,100,99.604,1,1,1,1,1,1,1,1,43.18491397,42.43561473,7.458324273,7.963674896,16.98519793,12.76237316,33.64555069,31.58183339,2.987400756,2.689099857,0.831844788,0.973471416,35.2,30.7,157.1,161.1,161.3,166.4,168,174.1,193.8,195,196.1,200.6,198.9,200.9
22,Minnesota,0.023888166,0.023042404,0.022334145,0.021778875,0.021007181,0.019956551,0.018883984,0.116692773,0.112467906,0.111982688,0.111990325,0.111571789,0.110242236,0.108725975,0.033332162,0.033598286,0.034976261,0.039187331,0.040754917,0.041898592,0.042366625,0.017491933,0.016715438,0.016354057,0.017067068,0.016456549,0.016672668,0.017639386,0.008547861,0.008490692,0.009215408,0.00963082,0.009933901,0.010831595,0.010973808,5376550,5413693,5451522,5482503,5523409,5568155,5611179,26.78084018,24.42686752,7.980711457,7.337447961,2.00905805,6.332060543,5.811919056,4.762845575,4.247346808,0.271278594,0.259231029,0.014002683,0.017023159,0.539318922,0.52883778,0.091818336,0.093409041,0.64102985,0.743969334,0.309111381,0.28971027,0.531399282,0.51876951,0.806595412,0.828311753,10.47272727,9.5375,4.242045455,3.7125,6.876420455,6.887784091,0.079545455,6.887784091,0.079545455,55502.55682,10.93863636,14.96590909,7.644318182,8.915909091,25.80113636,28.50113636,0.099235882,0.080333954,6.20554182,7.033031949,0.652485289,0.644679801,8.831789071,10.86729542,0.050493782,0.058324937,44.91228245,57.53628627,48.11283664,54.52580354,56.43075423,143.7903271,146.8644345,11.31451244,9.482300753,1.735379226,1.750664319,0.250743991,0.374077872,22.06534804,278.3405722,0.909090909,0.906976744,10.15795299,8.245536245,10.84153432,8.658679564,75.42931818,83.98695455,0,0.011363636,0.011363636,0.011363636,0.988636364,1,1,1,29.67028452,31.02567726,10.75029713,9.906102099,18.88600383,17.06183202,26.80003164,25.5059238,2.71201979,2.507525336,1.744714387,1.665122015,30.7,27.6,142.2,143.1,146.8,148.6,153,152.6,116.7,119,119.1,114.9,116.6,116.5
23,Mississippi,0.031762785,0.030665013,0.029416139,0.029929192,0.028399694,0.028049064,0.028611298,0.133607524,0.131013961,0.13023944,0.128694246,0.127712034,0.124213006,0.121145365,0.069663296,0.069360698,0.069171339,0.068234081,0.068639268,0.068142664,0.067007123,0.013870805,0.013890957,0.014027428,0.01450517,0.014534611,0.016951827,0.017094169,0.00939316,0.00900563,0.01144076,0.012222065,0.011850224,0.012887406,0.015151363,2983767,2988797,2990623,2988693,2988298,2989663,2986530,19.712755,20.28961971,10.16953501,10.86481325,4.436961613,4.983518344,5.114567041,2.644576065,2.678142779,0.201451251,0.178527567,0.017277752,0.019221491,0.723377515,0.758749077,0.027238766,0.027122218,1.105821701,1.148973133,0.044501295,0.040233397,0.533238315,0.591832014,0.4436916,0.460343882,16.8,12.8,7.9,4.8,7,8,7,8,7,36834.79268,25.22439024,35.65243902,13.04756098,14.65731707,34.6,37.3,0.048507306,0.054818336,2.92944561,3.198971262,0.284815604,0.219067326,3.559785191,2.244234782,0.028784136,0.032074754,25.96980244,35.85946558,26.06271767,32.56678265,32.81068509,23.59980545,23.92906507,29.69164354,21.50896121,8.866973514,6.241411721,1.240778617,1.810652305,50.51183233,28.07751306,0.323943662,0.538461538,22.12136892,18.00776895,31.5289601,23.34382242,78.85,82.678,0,1,1,1,0,1,1,1,70.61560493,75.51160715,6.984441304,5.06415512,0,0,33.65549284,33.06335568,3.583670409,3.392370372,1.387454353,1.698342884,39.7,35.5,179.1,179.7,183.1,187.7,188.4,193.1,226.7,222.1,231.6,233.1,240.5,229.9
24,Missouri,0.024219434,0.023312154,0.022894657,0.022197957,0.020953959,0.019582204,0.018660515,0.1060648,0.10104359,0.099810851,0.099426553,0.098348182,0.096079009,0.094392249,0.042707076,0.043596501,0.044807702,0.046238821,0.047347734,0.046455616,0.047157367,0.011364472,0.011226757,0.010859201,0.011012444,0.011522164,0.011869104,0.013545564,0.004506414,0.004471036,0.006528746,0.006655583,0.006378627,0.007205892,0.006472425,6024081,6040658,6056293,6071745,6087203,6108612,6126452,19.82740398,20.60431736,7.711455825,8.458034001,2.968894183,4.691236942,4.856792429,3.317991783,3.454134495,0.236449469,0.230126887,0.020477127,0.023375545,0.62238361,0.603485327,0.03998443,0.04183909,0.867638973,0.902900378,0.185632681,0.182872695,0.479063577,0.469888738,0.753039935,0.699799956,22,17.2,7.3,6.6,1.225,1.225,1.225,1.225,1.225,43271.76522,17.2826087,25.23826087,9.553043478,11.47826087,29.6,32.5,0.075425311,0.068585653,3.834665215,3.995744889,0.378086158,0.303230735,8.152084699,7.81363618,0.069404103,0.076205381,49.22118686,64.44927527,53.45583148,57.69979281,61.3975154,8.857744973,8.812932169,1.758626098,3.806486084,10.99179019,9.313909362,0.341896691,0.245308205,264.0426806,1133.688813,0.603603604,0.495575221,15.73711714,12.41374326,20.21379777,15.0725427,90.017,89.25,0,1,0,0,0,0,1,1,41.35082434,47.25700899,9.142526204,8.665693263,19.29427032,16.34929459,27.13085297,25.12036042,3.024906194,2.679701307,1.136600785,1.185955189,34,30.2,159.7,165.3,167.2,167,173.4,177.7,187,188.4,191.1,192.1,197.9,194.7
