,State,WIC_PART_2012,WIC_PART_2013,WIC_PART_2014,WIC_PART_2015,WIC_PART_2016,WIC_PART_2017,WIC_PART_2018,NSLP_PART_2012,NSLP_PART_2013,NSLP_PART_2014,NSLP_PART_2015,NSLP_PART_2016,NSLP_PART_2017,NSLP_PART_2018,SBP_PART_2012,SBP_PART_2013,SBP_PART_2014,SBP_PART_2015,SBP_PART_2016,SBP_PART_2017,SBP_PART_2018,CACFP_PART_2012,CACFP_PART_2013,CACFP_PART_2014,CACFP_PART_2015,CACFP_PART_2016,CACFP_PART_2017,CACFP_PART_2018,SFSP_PART_2012,SFSP_PART_2013,SFSP_PART_2014,SFSP_PART_2015,SFSP_PART_2016,SFSP_PART_2017,SFSP_PART_2018,State_Population_2012,State_Population_2013,State_Population_2014,State_Population_2015,State_Population_2016,State_Population_2017,State_Population_2018,PCT_LACCESS_POP10,PCT_LACCESS_POP15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,PCT_LACCESS_SNAP15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,GROCPTH11,GROCPTH16,SUPERCPTH11,SUPERCPTH16,CONVSPTH11,CONVSPTH16,SPECSPTH11,SPECSPTH16,SNAPSPTH12,SNAPSPTH17,WICSPTH11,WICSPTH16,FFRPTH11,FFRPTH16,FSRPTH11,FSRPTH16,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14,MEDHHINC15,POVRATE15,CHILDPOVRATE15,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS12,PCT_OBESE_ADULTS17,RECFACPTH11,RECFACPTH16,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,PC_DIRSALES07,PC_DIRSALES12,FMRKTPTH13,FMRKTPTH18,PCT_FMRKT_CREDIT18,PCT_FMRKT_FRVEG18,PCT_FMRKT_ANMLPROD18,PCT_FMRKT_BAKED18,PCT_FMRKT_OTHERFOOD18,VEG_ACRESPTH07,VEG_ACRESPTH12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,FARM_TO_SCHOOL13,FARM_TO_SCHOOL15,PCT_SNAP12,PCT_SNAP17,PC_SNAPBEN12,PC_SNAPBEN17,SNAP_PART_RATE11,SNAP_PART_RATE16,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_FREE_LUNCH10,PCT_FREE_LUNCH15,PCT_REDUCED_LUNCH10,PCT_REDUCED_LUNCH15,PC_WIC_REDEMP11,PC_WIC_REDEMP16,PCT_WICINFANTCHILD14,PCT_WICINFANTCHILD16,PCT_WICWOMEN14,PCT_WICWOMEN16,PCT_CACFP12,PCT_CACFP17,PCT_OBESE_ADULTS20,PCT_OBESE_ADULTS14,2019_cancer_death_rate,2018_cancer_death_rate,2017_cancer_death_rate,2016_cancer_death_rate,2015_cancer_death_rate,2014_cancer_death_rate,2019 heart_disease_death_rate,2018 heart_disease_death_rate,2017 heart_disease_death_rate,2016 heart_disease_death_rate,2015 heart_disease_death_rate,2014 heart_disease_death_rate
25,Montana,0.020380907,0.019582796,0.018815281,0.017928704,0.017577241,0.01656514,0.01570351,0.08638051,0.082944224,0.08146465,0.079448336,0.079498084,0.078032264,0.076114117,0.028028665,0.027778552,0.028324102,0.030384229,0.03147461,0.032459171,0.03612037,0.013460469,0.013194283,0.012962244,0.013379631,0.012820611,0.013040671,0.012451462,0.006638081,0.007513092,0.009034232,0.008769504,0.009530553,0.008852995,0.011903361,1003754,1013564,1021891,1030503,1040863,1053090,1062305,45.02970642,41.09101749,17.5532665,16.02395383,3.25192893,10.0190572,9.169278127,8.61098018,7.769394795,0.477048303,0.456919526,0.005629178,0.005824859,0.58747737,0.544692307,0.076396203,0.056807429,0.795879997,0.772778937,0.440638242,0.387990225,0.591375862,0.482817813,1.201647605,1.27791235,11.5,11.4,5.4,4.6,0,0,0,0,0,45916.91071,15.30892857,20.88392857,8.055357143,9.341071429,24.3,25.3,0.074884494,0.075750587,3.783256194,4.288111395,0.411716429,0.469911723,14.16138577,20.15566652,0.121576306,0.131507336,33.58630943,44.58333329,38.407738,42.20238086,40.11904757,12.67372718,12.1478325,11.93009509,10.55850189,1.087123702,0.83657359,0.041204125,0.019710047,19.18091407,80.56498154,0.612244898,0.58490566,12.54318956,11.5077873,12.93889208,11.38018402,70.96,87.122,0,1,0,0,1,1,1,1,34.66588425,37.58204399,9.952033325,6.764843651,21.30246564,15.90305316,24.0581323,22.87113698,2.471861971,2.304088071,1.346358127,1.307290958,28.5,26.4,140.9,140.7,152.6,145.9,156.9,156.3,157.1,163.2,155,154.4,155.8,147.8
26,Nebraska,0.02305422,0.021524042,0.020862264,0.01987877,0.020003159,0.019524834,0.018573452,0.135532783,0.130330244,0.128901478,0.127431216,0.127105984,0.126645233,0.126518813,0.035957389,0.03567909,0.036665291,0.037180523,0.039553996,0.040340402,0.041639716,0.024082418,0.024286566,0.024150821,0.023651512,0.022783568,0.022323768,0.021105155,0.005307224,0.005295875,0.005126303,0.006437724,0.004643942,0.005302531,0.005378206,1853323,1865414,1879522,1891507,1905924,1917575,1929268,44.50714306,37.34229161,15.48703628,12.89310921,2.26494505,10.41116597,8.722127923,9.103363835,7.530052366,0.512880937,0.471408606,0.012239073,0.014393737,0.679335655,0.747833684,0.041220236,0.061624588,0.72275464,0.86559829,0.518640926,0.4242093,0.416126483,0.432007889,0.964979713,0.955631521,16.7,14.4,6.4,5.6,0,5.5,0,5.5,0,51381.63441,11.72365591,16.41290323,8.998924731,9.829032258,28.6,32.8,0.066800417,0.067047239,2.531202713,2.828295719,0.056490333,0.050764872,6.748241128,9.833125251,0.101903753,0.126696372,19.06810026,31.05734753,25.41218628,28.22580633,26.46953394,51.36647911,51.43596624,9.391829427,1.949742962,1.34683992,1.139582456,0.011882888,0.073731047,110.4990901,290.2909084,0.425287356,0.457831325,9.492521099,9.158422203,8.637238726,8.106130071,69.961,79.952,1,1,0,0,0,1,1,1,30.50224781,29.93849613,11.60294158,11.76115876,16.93806905,13.93851717,23.15098737,22.57051616,2.497634185,2.399804991,2.406243699,2.229469042,34,30.2,147.4,150.5,152.6,153.6,157.8,159.6,144.9,145.7,149.3,140.3,154.5,143
27,Nevada,0.027730523,0.027011886,0.026343272,0.025497421,0.024134276,0.022414453,0.020607506,0.079630921,0.077718035,0.075343837,0.075432994,0.076107966,0.075537602,0.075116451,0.031776475,0.033395534,0.032194798,0.032748248,0.041548203,0.046848,0.044755373,0.005043238,0.005218544,0.00480452,0.005725048,0.005836757,0.009292559,0.008137709,0.002501306,0.003498775,0.004371035,0.004171277,0.004055111,0.002795379,0.002809129,2744566,2776972,2819012,2868666,2919772,2972405,3034392,40.04293529,40.68150222,11.94085853,15.20367669,3.767081841,9.003275901,8.90244575,7.079511775,7.334598486,0.285361237,0.272368783,0.014738753,0.016029318,0.560972624,0.627368918,0.050151176,0.046574408,0.692203069,0.731077634,0.177823808,0.175423631,0.492091993,0.524534276,0.731172406,0.71917376,8.4,9,2.9,3.5,0,0,0,0,0,57020.41176,13.30588235,19.3,8.405882353,9.088235294,26.2,26.7,0.06150835,0.087668772,5.871464369,7.855181393,0.19143502,2.403034732,3.280908058,17.2213015,0.119641816,0.119210273,40.15151461,54.32263812,38.63636353,48.44028518,52.36185366,0.41716246,0.420094992,0.003569229,0.244464859,0.492773849,3.06036175,0,0.044819601,0,1076.429987,0.214285714,0.2,12.89414549,14.69673454,11.65868026,12.44594608,61.003,83.288,0,1,0,0,1,1,1,1,34.84899187,39.91516459,6.774244537,7.629003122,10.37129414,7.41441507,31.78699391,29.63515296,3.092346084,2.841603077,0.502886561,0.921310563,28.7,27.7,149,146.5,155.3,157.3,157.2,164.5,198.1,190.7,199.3,205.9,200.9,197.2
28,New Hampshire,0.012311028,0.011820709,0.011052852,0.011003941,0.010519741,0.009678646,0.009091017,0.078964477,0.073428222,0.068864742,0.066405405,0.064025738,0.061696604,0.059460919,0.018317345,0.016960802,0.016585155,0.015398566,0.016136553,0.015596692,0.015999128,0.006026608,0.006550963,0.0069542,0.006812685,0.006905122,0.007798383,0.007940718,0.003737267,0.011051652,0.01232652,0.01145257,0.011325466,0.010051364,0.009357459,1323962,1326408,1333223,1336294,1342373,1349767,1356458,18.61117019,18.39423455,3.859403623,4.325832542,1.586064273,3.993842197,3.906452655,2.802263205,2.789039401,0.239245532,0.212438024,0.0173331,0.01958759,0.666286799,0.615681851,0.086800508,0.073096867,0.804835434,0.801803652,0.200411072,0.157021143,0.749244507,0.743337998,1.07610411,1.104363602,13.9,13.5,5.5,5.4,0,0,0,0,0,61964,9.97,14.2,8.14,9.88,27.3,28.1,0.13074113,0.150234198,23.6644868,30.88076254,10.19824759,12.41897186,13.9885082,18.93940157,0.098609713,0.097378396,62.81353607,92.66144104,86.35997086,90.0907402,81.4538353,2.713258153,2.713401513,2.748303457,3.096795266,1.427076814,1.183439566,0.987327264,0.819331391,283.3923623,1172.6871,1,1,8.849462331,6.885383346,11.78575468,7.791382313,78.666,80.227,0,1,0,0,1,1,1,1,23.63052373,28.44447662,6.642237297,5.235319619,7.667936993,6.319271731,16.82287912,16.74526872,1.378477107,1.237414507,0.604047321,0.783887339,29.9,27.4,147.4,143.7,153.5,164.1,161.3,160.4,143.4,151,149.7,151.1,149,147.9
29,New Jersey,0.019482609,0.018950738,0.018388769,0.018224192,0.017497893,0.01664357,0.015891257,0.082443483,0.07836381,0.077704395,0.078425532,0.078425273,0.078090471,0.077408318,0.024652407,0.027384052,0.030837623,0.034115128,0.036393393,0.036774705,0.036415289,0.008582149,0.008996048,0.00894482,0.009396148,0.010166414,0.010237111,0.009711265,0.005952417,0.006717382,0.005988194,0.005469137,0.006570274,0.006983034,0.008046679,8845483,8858362,8866780,8870869,8874516,8888543,8908520,27.54978041,25.45616682,4.411463028,4.497022485,1.452258265,6.450021095,5.950601622,4.039430039,3.766630436,0.271295999,0.268815465,0.006416104,0.009053198,0.268994775,0.277224708,0.139441916,0.139330186,0.647630572,0.615864381,0.102139752,0.112356999,0.750342221,0.772178451,0.823215502,0.929074544,10,9.4,4.7,3.4,7,7,0,7,0,72657,10.42380952,15.0047619,8.69047619,9.504761905,24.6,27.3,0.144154736,0.152594516,20.32326973,22.43106219,4.806230828,5.044775683,7.130009944,11.43020086,0.018418676,0.020505363,56.34637814,74.87616911,63.12252571,68.78642545,69.41172609,17.14520614,17.08273243,14.21819963,17.35163349,2.397617848,2.064588216,2.319722959,2.397159027,140.9916278,141.5638821,1,1,9.301111768,9.082962307,12.85893445,10.8763181,66.618,81.214,1,1,1,1,0,1,1,1,26.31101962,30.98378787,5.763736808,4.931891584,13.76537771,13.25751325,23.51312163,22.30447731,2.150693049,2.066978956,0.854677303,1.0103997,27.7,26.9,136.5,141.3,144.6,149.7,150.8,156.1,158,163,162.3,164.7,166.7,166.3
30,New Mexico,0.030583075,0.029315861,0.027896591,0.026425083,0.024800239,0.023872704,0.022041678,0.109153136,0.105212072,0.10312526,0.103710897,0.104853807,0.10381396,0.102112635,0.072119753,0.070793094,0.071389607,0.071637392,0.074419054,0.071634874,0.070218342,0.017546774,0.017384193,0.016531027,0.017035601,0.017203598,0.017354584,0.016960378,0.018424957,0.010696715,0.014017802,0.014057432,0.013577575,0.011946623,0.014141741,2087549,2092792,2090342,2090211,2092789,2093395,2095428,41.54796,39.3871679,18.01760199,18.38157458,6.112695654,9.483171762,9.033402269,7.668508957,7.066360247,0.226535235,0.227583488,0.01991175,0.020679351,0.590843107,0.575124022,0.037323421,0.036739581,0.955749117,1.123048817,0.190190377,0.18669644,0.58865484,0.590522088,0.799889578,0.73146985,11.7,8.6,4.9,3,0,5.125,0,5.125,0,41358.06061,21.17575758,30.28181818,7.242424242,9.254545455,27.1,28.4,0.059052874,0.061598965,6.484647864,6.370651729,1.571935051,0.979059455,10.49395112,7.696958577,0.061788027,0.080546802,54.75468971,59.2568542,45.31385283,33.90331881,41.10028839,34.97198521,34.80539333,13.3636685,11.46422355,18.64486089,19.81010995,0.013837788,0.015578319,43.97425286,158.0871177,0.566666667,0.535714286,21.03349267,22.05547866,28.68293804,27.9462196,81.221,100,0,1,0,0,0,1,1,1,63.23835854,70.4953135,7.060464427,4.666854401,19.4124284,16.30090282,31.49505078,29.02267341,3.52666635,3.151944805,1.758011413,1.739884199,30.9,28.4,131.9,136.4,138.3,138.8,143.3,142.4,158.2,148.2,151.4,150.6,142.4,143.3
31,New York,0.02677702,0.026151291,0.024715931,0.023999731,0.023373924,0.022223891,0.021296087,0.091763802,0.087820678,0.08637202,0.086388038,0.08551835,0.084902241,0.085989874,0.03290682,0.032666437,0.033582647,0.034246349,0.03690431,0.038765791,0.039528848,0.015193211,0.015062785,0.015852603,0.016551533,0.017813477,0.0158968,0.0155759,0.018852388,0.020025736,0.023420038,0.022324237,0.021196808,0.021272777,0.021635886,19574549,19628043,19656330,19661411,19641589,19590719,19542209,16.24148891,16.23097095,4.282697619,4.315027529,1.642769741,3.455298908,3.372506388,2.370810387,2.417372526,0.294688049,0.300955181,0.012549027,0.015892516,0.449800178,0.491481554,0.089421109,0.082751928,0.802490392,0.827255095,0.170306204,0.147711025,0.666271575,0.710271863,0.992413439,1.03480449,12.3,17.9,4.6,6.6,4,4,0,4,0,55542.93548,14.45967742,20.95483871,8.512903226,9.630645161,23.6,25.7,0.094707407,0.094442671,16.55731663,18.80797409,2.591045919,4.03160871,13.98268784,17.44457047,0.075912614,0.085291351,57.6902514,69.42723533,59.52153787,60.46123748,63.16282334,35.18956397,35.45528096,17.77628154,17.01531613,21.18323971,20.01918301,0.917256987,0.930193441,196.0404572,377.6427176,0.982142857,0.948275862,15.67820277,14.66489741,18.5555612,15.61838453,78.52,92.754,0.5,1,1,1,1,1,1,1,31.38826045,39.88380227,8.576165792,5.871261485,15.24092174,14.28234575,31.33497058,29.61600139,2.832202263,2.653557972,1.515383705,1.568963121,26.3,27,132.9,138.2,141.2,147.5,148.4,151.8,166.6,171.9,171.2,177.8,181.6,178.3
32,North Carolina,0.027626553,0.026896142,0.025737185,0.024803926,0.023756576,0.022457866,0.021352765,0.096700536,0.092086277,0.089585497,0.090096564,0.087909329,0.084390587,0.081974992,0.04157248,0.042664898,0.043547178,0.045440602,0.045828635,0.045234979,0.043943151,0.012000669,0.011691252,0.01206102,0.012399359,0.012598065,0.012388738,0.012536476,0.009485571,0.009981613,0.011058347,0.0063181,0.006767074,0.008566227,0.008714013,9749123,9843599,9933944,10033079,10156679,10270800,10383620,14.00274649,14.24452269,5.317897611,5.726690657,2.344410987,3.203836622,3.208389188,2.061080155,2.130882739,0.200027713,0.191100755,0.012859208,0.016567558,0.596623678,0.576873569,0.056638492,0.062568995,0.902380246,0.962891098,0.236596537,0.224603208,0.623057775,0.669636276,0.706030777,0.717111511,15.2,12.4,6.3,5.1,4.75,4.75,0,4.75,0,43288.85,18.589,27.713,10.796,12.329,29.6,32.1,0.072862585,0.069815733,7.079601957,9.131421459,0.787536668,0.901310799,4.686893911,5.841043128,0.038725893,0.037339493,55.44061607,59.9971637,55.37513992,54.04180656,56.51799706,43.46076656,43.2450716,30.53370237,25.12388188,2.618762041,2.171472451,0.960275098,2.148764148,103.0071994,197.5760536,0.79,0.784946237,17.10442875,13.2905527,23.34500654,17.84988776,79.207,86.267,0,1,1,1,0,1,1,1,46.11654107,60.5221328,8.60689893,5.198766479,20.63884112,18.75691362,31.36292026,29.72013994,3.071976303,2.911982093,1.199307166,1.238557972,33.6,29.7,152,154.2,157.1,161.6,164.7,169.3,154.7,155.5,156.5,155.8,162.4,158.7
33,North Dakota,0.019485245,0.018384259,0.017377809,0.016464926,0.017079758,0.016855453,0.016199126,0.121346752,0.120589093,0.120960933,0.119830759,0.121128605,0.121759243,0.12244938,0.033220953,0.032971107,0.032475409,0.033086224,0.034769471,0.035117902,0.036857139,0.023163071,0.023292969,0.022947739,0.023532801,0.023609636,0.022932071,0.021671817,0.003115034,0.003398897,0.003386305,0.005300906,0.005317139,0.004739293,0.006916405,701116,721999,737382,754022,754353,755176,760077,49.09119954,43.22458756,15.15115717,11.90338007,2.777144493,10.3654242,9.076378711,10.34680313,8.998491003,0.521401407,0.456320113,0.007782357,0.009070034,0.613456302,0.650297569,0.085559024,0.09080813,0.84570316,0.817946029,0.612470867,0.53619132,0.46136715,0.415583863,1.093811915,1.053103587,14.4,10.9,4.9,3.9,5,5,0,0,0,56874.15094,11.52830189,13.93207547,9.330188679,10.06792453,29.7,33.2,0.087702884,0.117926323,1.371670627,1.353518329,0.051909748,0.02279848,9.886663723,8.423969117,0.185235567,0.185379463,11.69811321,21.60377358,6.666666643,21.60377358,19.08805027,300.8833673,307.8955343,2.529562002,88.73130317,0.032164288,0.127814328,0.172286382,0.133628819,0,65.40134409,0.673469388,0.6,8.382949799,7.1152698,10.57906894,9.622362474,69.62,62.114,0,1,0,0,1,1,1,1,26.84803456,24.97462495,8.406465097,7.76997524,14.04848964,15.99780928,20.69554086,19.50123495,2.206012118,2.062512281,2.315435285,2.292548382,33.1,32.2,140.7,145.2,142.6,142.7,152.9,152.3,147.7,140,137.8,140.9,142.4,149.2
34,Ohio,0.023867209,0.022777324,0.02157809,0.021019437,0.020173537,0.019010935,0.017875568,0.096495951,0.091904441,0.090604292,0.087781687,0.087122712,0.085234721,0.084242674,0.036227742,0.036527395,0.036920196,0.037323471,0.038690542,0.038533938,0.038521102,0.010815791,0.010586096,0.010194973,0.009904586,0.009998278,0.009934861,0.00992866,0.005580875,0.005209399,0.004406284,0.004388936,0.004412461,0.005546749,0.00561002,11548369,11576576,11602973,11617850,11635003,11664129,11689442,16.29637168,17.35891858,4.993200694,6.035642478,2.664472605,3.813647372,4.084326566,2.455943873,2.584912992,0.182432092,0.171438806,0.021545592,0.022273886,0.43728254,0.437769385,0.051082188,0.049298391,0.715292856,0.770828372,0.190711343,0.140012569,0.674407502,0.713514449,0.551954004,0.555527224,16.9,13.7,7.5,6.1,5.75,5.75,0,0,0,50825.48864,14.09545455,20.44772727,10.69090909,12.43068182,30.1,33.8,0.074275175,0.0726141,9.468858459,9.396714737,1.30344803,1.020622972,6.456188831,7.319187295,0.033566437,0.036989479,48.21679225,52.48953551,39.8336435,50.32988748,51.26185695,8.492582538,8.58453034,6.848949488,4.799357339,1.716114403,1.544923587,0.308947492,0.332851985,104.9091755,260.7596752,0.755813953,0.69047619,15.65703231,12.88142736,19.7001908,13.87414123,86.221,84.903,0,1,0,0,1,1,1,1,36.59268936,39.23531132,6.742369234,6.271230577,14.98651279,13.72125503,27.21086492,25.42507229,2.644194169,2.465947976,1.081710274,0.993956483,35.5,32.6,163,165.2,171.2,173.4,175.1,177.8,188.8,191.1,186.2,185.1,191.7,186.4
35,Oklahoma,0.032229046,0.030767201,0.029520113,0.028873925,0.028197398,0.026914681,0.024993328,0.116834492,0.113669553,0.113291422,0.112650568,0.113942284,0.112514119,0.111803779,0.059555009,0.059107783,0.058420323,0.057722568,0.059276579,0.05880366,0.058220437,0.014227007,0.013918868,0.013653685,0.013634477,0.014090528,0.014812569,0.016029922,0.002982769,0.002936516,0.004344612,0.004295071,0.00343845,0.003362118,0.003402924,3818600,3853205,3878367,3909831,3926769,3932640,3943079,27.84034376,27.84768723,10.93017505,11.26391178,3.411639449,6.678359163,6.661605756,4.607351581,4.673477605,0.21161071,0.184775826,0.017905601,0.023776746,0.663781188,0.699061324,0.031698485,0.028403435,0.938000404,0.977483908,0.20966239,0.189546878,0.48534339,0.491648792,0.63862499,0.662094555,16.5,15,6.6,6.4,4.5,4.5,4.5,4.5,4.5,45543.49351,17.05324675,23.51428571,11.34545455,13.02597403,32.2,36.5,0.033423656,0.039084966,3.390746697,2.629036377,0.366484226,0.227557795,6.833020752,3.682416624,0.0247214,0.027060677,16.17473434,24.19323101,20.18890203,13.69539553,17.16843761,12.46533798,12.36391429,11.41597091,1.84229876,104.1393102,71.82241375,0.149776233,0.115606651,23.85904368,14.86255878,0.602739726,0.444444444,16.11793059,15.36293717,20.74627191,17.97367453,78.287,81.637,0,1,0,0,1,1,1,1,53.57947252,56.47392789,10.7667542,9.205169193,15.06031205,10.64647685,32.84667399,31.4716272,3.748520935,3.484383424,1.423932023,1.481926111,36.4,33,173,178.1,177.3,177.8,184.3,179.9,231.4,228.5,237.2,228.2,234,228.1
36,Oregon,0.028634125,0.027494591,0.026040361,0.024472411,0.022679725,0.02159223,0.020467599,0.078764006,0.074788058,0.07271296,0.073291924,0.074097872,0.071654019,0.070129928,0.036529988,0.035610632,0.035165552,0.035343533,0.03582651,0.034890256,0.035087803,0.011851719,0.011361342,0.011706864,0.011955746,0.011997287,0.011969347,0.011496313,0.010467752,0.00985315,0.010435644,0.009821958,0.009383087,0.009159088,0.008543176,3899118,3922908,3964106,4016918,4091404,4146592,4190713,26.42490267,26.91143311,9.930350696,10.41797913,4.683765381,5.716620412,5.866904264,5.098045882,5.197502207,0.335070876,0.287429771,0.035039616,0.035952724,0.474580727,0.516688503,0.093423038,0.084177587,0.987425939,1.02953986,0.347195333,0.27784242,0.65186501,0.64169595,1.070284409,1.308056724,16.1,12.9,6.3,5.4,0,0,0,0,0,47634.80556,16.56666667,24.07777778,8.588888889,10.48611111,27.3,29.4,0.096058758,0.091581345,14.24190538,16.67371432,2.563467631,2.019378337,19.21666288,14.64182055,0.103255253,0.122398065,53.81356706,59.37491189,60.40298361,54.78880845,57.28055557,130.7675404,129.1712569,41.44302629,39.87011818,62.92434137,58.69362914,6.204642855,6.311568272,220.9689869,495.7325633,0.823529412,0.861111111,20.93574941,16.4303014,26.7962851,22.74645466,100,100,0,1,0,0,1,1,1,1,46.34140974,46.50500799,8.133036675,8.686395822,18.70717779,15.01294238,33.56240321,30.29875302,3.19075205,2.754023193,1.186753965,1.198037258,28.1,27.9,145,150.6,154.2,155.9,160.2,160.2,131,128.4,134,135,136.1,132.1
37,Pennsylvania,0.019817826,0.019821992,0.019451015,0.019238546,0.018555498,0.017674115,0.017036573,0.08831716,0.083453613,0.081362804,0.080947403,0.080494739,0.079839089,0.079453481,0.026892068,0.027008833,0.027094371,0.027750182,0.030191915,0.030835118,0.031736333,0.012829441,0.010592902,0.010600432,0.011343812,0.011486042,0.012451637,0.01218086,0.008118775,0.007583617,0.005889702,0.006175699,0.005555191,0.006350052,0.006353761,12766827,12776621,12789101,12785759,12783538,12790447,12807060,16.55401299,16.30342334,4.618361843,4.811922573,1.71462019,3.580201957,3.456284259,2.778115636,2.720343672,0.20698821,0.198782396,0.012088448,0.014324572,0.389345326,0.411056928,0.076299944,0.070715564,0.723746563,0.756871143,0.138176355,0.133918744,0.550391528,0.600512166,0.739199059,0.75675481,11.3,12.1,4.6,4,6,6,0,0,0,51610.8209,13.18955224,19.72537313,9.482089552,11.28208955,29.1,31.6,0.085145611,0.084999233,12.51997773,13.66348914,3.088224329,2.597469956,9.301827428,11.17817303,0.029980504,0.031656085,36.81145882,35.73809935,30.31657064,34.25835522,33.00107024,9.746219049,9.706943608,5.495752396,5.079996197,5.815509478,5.388326815,0.403348194,0.515076418,190.4380356,418.9476381,0.734375,0.848484848,14.09150775,14.39178289,16.28677148,15.08684935,85.034,98.88,1,1,1,1,1,1,1,1,31.34978516,41.40978104,7.623634127,5.002747778,13.43099925,13.04827285,26.82164233,25.43070789,2.288823079,2.15345837,1.28282279,1.243696379,31.5,30.2,153.5,156.6,161,164.7,167.2,169.6,172.9,176.1,176,176.2,177.8,175.8
38,Rhode Island,0.023005067,0.022192536,0.020964388,0.019625652,0.019275341,0.018457967,0.017923151,0.075618147,0.073311438,0.072789959,0.072198499,0.073677328,0.073260353,0.07219307,0.031273839,0.03083115,0.031090706,0.030657137,0.032309732,0.032620879,0.031744736,0.008886299,0.008711552,0.009010508,0.0093666,0.009182518,0.008963441,0.008710034,0.007795365,0.00776024,0.009102126,0.01013565,0.010371189,0.010303023,0.010237252,1054601,1055122,1056017,1056173,1057063,1056486,1057315,34.34141181,31.4713285,7.328347744,6.755999712,2.703073785,6.749602812,6.185406005,5.51673016,5.021218241,0.169168517,0.17477185,0.007936366,0.008958186,0.340723665,0.326876,0.107542918,0.094424708,0.7184202,0.675743612,0.120371294,0.122862533,0.728946437,0.803848336,1.222705707,1.230519345,12.7,12.4,4.7,5.6,7,7,0,0,0,65813.4,11.24,14.6,7.6,9.24,25.7,30,0.16355232,0.145097825,18.69249822,28.05398673,10.1833796,9.316569595,7.16992319,8.51421564,0.072279574,0.042824485,96.38888855,93.88888855,74.44444427,76.11111145,82.22222214,4.128548135,4.157771771,1.920085663,3.962404704,0.839541277,0.634605153,0.469954659,0.808007908,350.1593864,230.8776926,1,1,16.41832762,15.92860084,15.66730576,13.5280901,84.377,100,1,1,0,0,1,1,1,1,24.80230658,28.49111483,4.999323605,4.423818463,9.787630677,8.587619591,30.80415045,28.88845473,2.264364563,2.087969341,0.890183052,0.893676998,30.1,27,153.6,151.6,154.2,158,163.1,167,159.3,158.9,155.7,152.4,160.4,160.8
39,South Carolina,0.027670515,0.026087988,0.023462743,0.023416938,0.021631992,0.019782381,0.018125531,0.104487182,0.100343876,0.098267743,0.09873286,0.096493195,0.094108259,0.092877382,0.057746761,0.057395908,0.056043144,0.054420408,0.054098245,0.053230149,0.052740382,0.007095125,0.007454316,0.00753914,0.008021509,0.007914308,0.008001294,0.009968968,0.011909406,0.011790553,0.014771985,0.013605184,0.012434667,0.006995712,0.00977808,4717112,4764153,4823793,4892253,4958235,5021219,5084127,16.1487561,17.24747067,6.442461062,7.910907943,3.200735855,3.830249262,4.090186422,2.311451031,2.396301673,0.198767174,0.174340502,0.014046495,0.019046978,0.686652158,0.713850795,0.041172921,0.04709882,1.115586325,1.107336702,0.160890606,0.139570593,0.585655801,0.591428612,0.59706597,0.630712397,13.9,11.7,5.3,4.2,0,6,0,6,0,41436.13043,20.84782609,30.40434783,12.24130435,14.3673913,31.6,34.1,0.051910412,0.052497437,5.179581245,6.526098434,0.737598705,1.1402375,2.847504585,5.066769611,0.035603751,0.036587274,40.88823012,42.42973195,39.19905571,36.31862093,38.65557745,13.69242934,13.86427551,16.03789471,7.511331275,16.58322188,15.43696343,0.281105803,0.28004901,2.352448963,14.19937379,0.69047619,0.590909091,18.43184837,14.32970654,30.41095325,20.97281703,79.449,79.591,1,1,1,1,1,1,1,1,57.66924788,70.40195757,6.339696446,3.489999907,21.37296677,20.1773382,28.1587177,26.74346053,3.30112592,2.874677721,0.709227298,0.799627774,36.2,32.1,154,157.3,162.7,167.7,166.6,171.4,164,167,172,173.8,177.8,181.1
